greV,greQ,greA,cgpa,univName
150.0,170.0,4.0,3.88,University Of Georgia
150.0,166.0,3.5,3.44,Arizona State University
164.0,170.0,5.5,3.87,Northwestern University
167.0,163.0,5.5,3.99,University Of Michigan
159.0,160.0,4.0,3.86,University Of Pennsylvania
142.5531914893617,151.06382978723403,5.5,3.82,University Of Michigan
170.0,166.0,4.5,4.0,University Of Michigan
163.0,169.0,4.0,3.92,Washington University in St. Louis (WashU/WUSTL)
166.0,154.0,5.5,3.82,UC Davis
159.5744680851064,144.68085106382978,5.0,3.74,North Carolina State University (NCSU)
169.0,168.0,4.5,3.7,University Of Michigan
159.0,167.0,6.0,3.95,University Of Michigan
165.0,170.0,5.0,3.9,Indiana University Bloomington
161.0,162.0,4.5,3.7,University Of Michigan
130.0,168.08510638297872,4.5,3.87,UCLA
154.0,168.0,0.0,3.7,University Of Pennsylvania
153.0,160.0,4.0,3.61,UCSD
158.0,165.0,4.0,3.52,UIUC
169.0,166.0,6.0,3.76,UCLA
144.0,164.0,3.5,3.55,Wayne State University
167.0,153.0,4.5,3.9,Indiana University Bloomington
156.0,166.0,3.5,4.0,Cornell University
167.0,162.0,5.5,3.97,Temple University
151.06382978723403,170.2127659574468,3.5,3.85,UC Berkeley
155.0,169.0,3.5,3.9,Carnegie Mellon University
151.06382978723403,170.2127659574468,3.5,3.85,University Of Pennsylvania
155.3191489361702,170.2127659574468,3.0,3.78,North Carolina State University (NCSU)
161.0,158.0,4.5,4.0,Cornell University
152.0,160.0,4.5,3.56,UCLA
156.0,170.0,6.0,4.0,UC Berkeley
158.0,137.0,5.5,3.8,Vanderbilt University
130.0,161.70212765957447,0.0,3.99,Tufts University
161.0,166.0,5.0,3.93,University Of Washington
166.0,168.0,5.0,3.76,Carnegie Mellon University
169.0,163.0,4.0,3.8,University Of Minnesota
167.0,153.0,6.0,3.8,UC Davis
130.0,165.95744680851064,4.0,3.93,University Of South Carolina
160.0,157.0,4.5,3.6,University Of Arizona
165.0,166.0,4.0,3.96,Harvard University
161.0,167.0,3.5,3.66,University Of Pittsburgh
165.0,165.0,5.0,4.0,UCLA
161.0,157.0,3.5,3.4,Emory University
144.0,161.0,4.0,3.5,UCSD
167.0,165.0,5.5,3.4,UCLA
170.0,168.0,6.0,3.94,Harvard University
170.0,164.0,4.5,3.94,University Of Pennsylvania
166.0,159.0,5.5,3.89,University Of Rochester
166.0,169.0,5.5,3.8,University Of Pennsylvania
161.0,166.0,4.5,4.0,University Of Pennsylvania
162.0,145.0,5.0,3.88,UC Berkeley
158.0,167.0,3.5,3.7,University Of Southern California (USC)
156.0,162.0,3.5,3.59,Princeton University
161.0,157.0,4.0,3.56,Arizona State University
157.0,162.0,0.0,3.82,University Of Colorado Boulder
165.0,158.0,6.0,3.85,University Of Michigan
163.0,150.0,4.5,3.9,Arizona State University
164.0,164.0,4.0,3.2,Emory University
142.5531914893617,170.2127659574468,4.0,3.68,University Of Michigan
166.0,167.0,3.5,4.0,Rice University
163.0,155.0,5.0,3.55,Purdue University
153.0,166.0,4.5,3.93,New York University (NYU)
166.0,161.0,5.0,3.7,Northwestern University
167.0,168.0,4.5,3.87,North Carolina State University
155.0,166.0,3.0,3.5,Emory University
130.0,155.3191489361702,3.0,3.93,University Of Texas At Dallas
168.08510638297872,144.68085106382978,3.0,3.82,North Carolina State University (NCSU)
170.0,150.0,3.0,3.1,University Of Southern California (USC)
148.0,166.0,3.0,3.84,University Of Southern California
155.0,168.0,4.0,3.94,Arizona State University
161.0,170.0,4.5,3.38,University Of Notre Dame
134.04255319148936,168.08510638297872,3.0,2.99,North Carolina State University (NCSU)
159.0,163.0,4.5,3.6,UC Berkeley
168.0,168.0,4.5,4.0,University Of Utah
168.0,168.0,4.5,4.0,University Of Wisconsin-Madison
160.0,156.0,5.0,3.55,Michigan State University
160.0,156.0,5.0,3.55,University Of Minnesota
161.0,168.0,4.0,3.7,University Of Wisconsin - Madison
153.0,152.0,4.5,3.94,University Of Colorado Boulder
136.17021276595744,170.2127659574468,3.5,3.95,University Of Minnesota
149.0,168.0,4.0,3.91,"University Of California, Berkeley"
161.0,154.0,5.0,3.15,UC Irvine
164.0,164.0,4.0,3.4,University Of Michigan
169.0,157.0,4.5,3.88,Vanderbilt University
169.0,157.0,4.5,3.88,University Of Chicago
136.17021276595744,170.2127659574468,3.0,3.57,University Of Pennsylvania
170.0,168.0,5.0,3.89,"University Of California, Berkeley"
153.1914893617021,153.1914893617021,5.0,4.0,UC Berkeley
130.0,165.95744680851064,0.0,3.0,UC Irvine
169.0,160.0,6.0,3.52,Washington University in St. Louis (WashU/WUSTL)
154.0,166.0,3.5,3.87,Purdue University
164.0,157.0,5.5,3.69,University Of Chicago
163.0,162.0,5.0,3.5,University Of Michigan
169.0,170.0,4.5,3.97,UC Berkeley
152.0,166.0,4.0,4.0,Purdue University
157.0,157.0,4.0,3.5,University Of Georgia
170.0,152.0,3.5,3.88,University Of Chicago
142.5531914893617,151.06382978723403,5.5,3.82,University Of Chicago
157.0,161.0,5.0,4.0,Rice University
161.0,166.0,4.0,3.76,Ohio State University (OSU)
163.0,168.0,4.0,4.0,"University Of Michigan, Ann Arbor"
161.0,166.0,4.0,3.76,UC San Diego (UCSD)
162.0,166.0,0.0,3.96,Washington University in St. Louis (WashU/WUSTL)
170.0,159.0,6.0,3.62,University Of Chicago
163.0,144.0,4.5,3.8,University Of Chicago
160.0,170.0,5.0,3.78,University Of Chicago
160.0,154.0,5.5,3.59,University Of Chicago
162.0,149.0,4.0,3.67,The University Of Chicago
161.0,154.0,3.5,3.5,University Of Utah
155.3191489361702,157.4468085106383,4.0,3.2,UT Austin
165.0,170.0,6.0,3.9,Yale University
130.0,170.2127659574468,3.5,3.82,Yale University
130.0,170.2127659574468,3.5,3.82,The University Of Chicago
130.0,170.2127659574468,3.5,3.82,Princeton University
170.0,152.0,3.0,3.72,UCSD
156.0,151.0,4.5,3.65,The Ohio State University
148.0,168.0,4.0,3.4,University Of Minnesota
157.0,170.0,3.5,8.89,University Of Virginia
162.0,170.0,3.5,3.95,University Of Washington
156.0,157.0,4.0,3.98,UT Austin
170.2127659574468,148.93617021276594,4.5,3.62,University Of Washington
170.2127659574468,130.0,4.5,3.71,Cornell University
170.0,161.0,4.0,3.98,University Of Washington
155.0,167.0,4.0,3.34,University Of Minnesota
166.0,157.0,4.0,3.96,UCLA
170.0,168.0,4.5,3.8,Northwestern University
153.0,165.0,4.5,3.76,University Of Wisconsin - Madison
142.5531914893617,142.5531914893617,4.5,3.81,UC Davis
159.0,166.0,3.5,3.7,University Of Washington
168.0,160.0,5.5,3.85,University Of Virginia
161.0,169.0,4.0,3.22,Purdue University
170.0,161.0,5.0,3.8,UC Davis
166.0,150.0,3.5,3.75,UCLA
170.0,146.0,4.0,3.84,UT Austin
160.0,159.0,4.0,3.9,Michigan State University
152.0,164.0,4.0,3.7,University Of Washington
165.0,157.0,5.5,3.65,"University Of California, San Diego"
164.0,162.0,4.0,3.4,Harvard University
166.0,168.0,4.5,3.62,University Of Washington
159.0,165.0,4.5,3.9,Cornell University
170.2127659574468,130.0,3.0,3.5,Columbia University
169.0,162.0,5.0,3.94,University Of Michigan
168.0,169.0,4.0,4.0,University Of Wisconsin - Madison
167.0,162.0,6.0,3.87,University Of Michigan
168.0,160.0,5.0,3.93,Washington University in St. Louis (WashU/WUSTL)
161.0,163.0,0.0,3.7,New York University
155.0,159.0,4.0,3.75,University Of Georgia
162.0,161.0,3.5,3.7,Purdue University
162.0,158.0,3.0,3.5,Arizona State University
161.0,161.0,4.0,3.26,UT Austin
169.0,164.0,5.0,3.63,University Of Minnesota
170.0,170.0,5.0,3.8,Rice University
162.0,149.0,4.0,3.97,Washington University in St. Louis (WashU/WUSTL)
167.0,151.0,3.5,3.84,University Of Virginia
160.0,163.0,4.0,3.36,Boston University
159.0,154.0,4.0,3.9,George Washington University
161.0,141.0,5.5,3.8,University Of Central Florida
160.0,161.0,4.0,4.0,Northwestern University
160.0,159.0,4.5,3.73,American University
162.0,163.0,6.0,3.6,University Of Michigan
160.0,165.0,3.0,3.9,University Of Florida
151.06382978723403,168.08510638297872,4.5,3.54,Harvard University
167.0,170.0,5.0,3.47,Carnegie Mellon University (CMU)
156.0,155.0,5.5,3.75,UCLA
151.06382978723403,170.2127659574468,4.5,3.6,University Of Pennsylvania
163.0,168.0,5.0,3.48,University Of Pennsylvania
151.06382978723403,130.0,5.0,3.82,University Of Wisconsin-Madison
159.0,162.0,5.0,3.95,Washington University in St. Louis (WashU/WUSTL)
165.0,165.0,4.0,3.56,American University
155.0,158.0,5.0,3.82,Boston University
170.0,170.0,0.0,3.55,University Of Michigan
170.2127659574468,151.06382978723403,3.5,4.0,Stanford University
153.1914893617021,170.2127659574468,4.0,3.62,University Of South Carolina
164.0,162.0,3.5,3.86,"University Of California, Davis"
165.0,170.0,3.5,3.92,University Of Washington
160.0,149.0,5.0,3.9,"University Of Wisconsin, Madison"
150.0,165.0,3.0,3.4,University Of Pittsburgh
164.0,168.0,4.5,3.8,Harvard University
151.0,170.0,4.0,3.86,Duke University
157.0,160.0,4.5,3.5,Ohio State University
170.0,162.0,5.5,3.4,Boston University
160.0,168.0,3.5,3.49,Columbia University
165.95744680851064,140.4255319148936,3.5,3.69,Carnegie Mellon University
165.0,166.0,5.0,3.8,New York University
161.0,168.0,5.0,3.8,University Of Michigan
164.0,156.0,5.0,3.2,University Of Michigan
156.0,167.0,4.0,3.4,Colorado State University
156.0,168.0,4.0,3.6,University Of Michigan
162.0,158.0,3.5,2.9,Rutgers University
169.0,154.0,5.5,3.8,University Of Oregon
160.0,166.0,4.0,3.8,University Of Washington
162.0,168.0,4.0,3.3,University Of Iowa
160.0,162.0,5.0,3.84,Ohio State University
160.0,162.0,5.0,3.84,North Carolina State University
155.0,157.0,4.0,3.4,The Ohio State University
167.0,161.0,3.5,3.67,Duke University
163.0,166.0,4.0,3.86,University Of Chicago
166.0,163.0,5.0,3.96,"University Of California, Irvine"
161.0,157.0,5.5,3.75,Arizona State University
159.0,161.0,5.5,3.82,University Of South Florida
158.0,165.0,4.5,3.41,Purdue University
163.0,161.0,4.0,3.5,UC Davis
163.0,168.0,3.5,3.97,Stanford University
170.0,159.0,4.5,3.92,Ohio State University
159.0,164.0,4.5,4.0,Stanford University
166.0,165.0,4.0,3.81,University Of Arizona
152.0,148.0,4.0,4.0,Florida State University
159.0,168.0,0.0,3.9,Penn State University
161.0,169.0,5.0,3.85,University Of Florida
162.0,161.0,4.0,3.94,Ohio State University
169.0,164.0,5.0,3.86,New York University
144.68085106382978,140.4255319148936,0.0,3.8,University Of Kentucky
157.0,170.0,5.0,3.58,University Of Minnesota
130.0,170.2127659574468,0.0,3.95,Carnegie Mellon University
163.0,146.0,4.5,4.0,University Of Michigan
170.0,160.0,4.5,3.8,University Of Minnesota
167.0,163.0,5.5,3.99,New York University
161.0,167.0,3.5,3.1,University Of Oregon
168.0,160.0,5.0,3.93,University Of Michigan
155.0,170.0,3.5,3.96,UIUC
167.0,163.0,5.5,3.99,Duke University
163.0,158.0,4.0,3.9,University Of Pennsylvania
170.2127659574468,170.2127659574468,3.0,3.7,Boston University
159.0,166.0,4.0,3.68,UIUC
154.0,166.0,5.5,3.7,Northwestern University
165.0,157.0,3.5,3.5,University Of Minnesota
166.0,157.0,0.0,3.8,University Of Washington
130.0,163.82978723404256,5.0,3.91,Florida State University
159.0,166.0,3.0,3.03,University Of Minnesota
163.0,168.0,4.5,3.64,North Carolina State University
157.4468085106383,161.70212765957447,6.0,3.51,Princeton University
158.0,170.0,5.0,3.72,Boston University
168.0,155.0,4.0,3.9,McGill University
167.0,159.0,5.0,4.0,UC Berkeley
149.0,165.0,4.0,3.87,Purdue University
165.0,148.0,3.0,3.6,Northeastern University
161.0,162.0,4.5,4.0,"University Of Colorado, Boulder"
148.93617021276594,163.82978723404256,5.5,3.8,University Of Utah
148.0,168.0,4.0,3.4,Stony Brook University
168.0,148.0,4.0,3.4,Stony Brook University
155.0,170.0,4.0,3.7,Cornell University
167.0,162.0,5.0,3.51,"University Of California, Davis"
134.04255319148936,170.2127659574468,4.5,3.48,Clemson University
169.0,161.0,4.5,3.9,UCLA
169.0,166.0,5.5,3.71,University Of Texas At Austin
169.0,166.0,5.5,3.71,Ohio State University
161.70212765957447,136.17021276595744,5.0,3.69,UNC Chapel Hill
169.0,170.0,5.0,3.5,UCLA
161.0,162.0,4.5,3.7,Rutgers University
157.0,156.0,4.5,3.68,University Of Florida
166.0,167.0,3.5,4.0,University Of Chicago
157.0,156.0,4.5,3.68,University Of Florida
161.0,158.0,5.0,3.81,University Of Colorado Boulder
166.0,147.0,5.5,3.6,Arizona State University
154.0,170.0,4.0,3.91,Princeton University
152.0,167.0,3.5,3.5,University Of Arizona
159.0,158.0,5.5,3.48,"University Of California, Los Angeles (UCLA)"
170.0,161.0,5.5,3.83,Northwestern University
167.0,162.0,4.5,3.5,"University Of Colorado, Boulder"
159.0,164.0,4.5,3.91,UC Davis
166.0,153.0,3.5,3.94,Carnegie Mellon University
153.0,166.0,4.5,3.93,Northwestern University
161.0,156.0,5.0,3.75,University Of Pittsburgh
162.0,159.0,5.0,3.8,University Of Pittsburgh
165.0,165.0,5.0,3.43,UC Irvine
162.0,158.0,5.0,3.53,UC Irvine
155.0,156.0,5.5,3.75,UC Irvine
155.0,156.0,5.5,3.75,UT Austin
166.0,168.0,4.5,3.62,University Of Oregon
164.0,168.0,5.0,3.88,Carnegie Mellon University (CMU)
170.0,168.0,5.5,3.93,Washington University in St. Louis (WashU/WUSTL)
161.0,167.0,4.0,3.97,Washington University in St. Louis (WashU/WUSTL)
159.0,157.0,5.0,3.95,Ohio State University
159.0,157.0,5.0,3.95,University Of Minnesota
170.0,161.0,5.5,3.9,Iowa State University
158.0,155.0,4.5,3.5,Northwestern University
156.0,150.0,4.0,3.7,North Carolina State University (NCSU)
163.0,164.0,4.5,3.75,University Of Central Florida
161.0,164.0,5.5,3.86,University Of Minnesota
167.0,168.0,4.5,3.55,North Carolina State University
165.0,166.0,6.0,3.76,UCLA
136.17021276595744,151.06382978723403,6.0,2.7,George Mason University
168.0,160.0,4.0,3.75,University Of Southern California
168.0,160.0,4.0,3.75,"University Of Michigan, Ann Arbor"
154.0,170.0,4.0,3.9,University Of Southern California (USC)
169.0,166.0,6.0,3.76,University Of Pennsylvania
169.0,166.0,6.0,3.76,Columbia University
153.0,170.0,3.5,3.92,University Of Utah
146.80851063829786,153.1914893617021,3.5,3.62,University Of Minnesota
169.0,161.0,4.5,3.9,University Of Texas At Austin
168.0,156.0,4.0,3.4,Boston University
170.0,154.0,5.0,3.95,University Of Texas At Austin
157.0,168.0,3.5,3.45,University Of Illinois At Urbana-Champaign
165.0,165.0,5.5,3.9,Ohio State University
165.0,165.0,5.5,3.9,Michigan State University
165.0,165.0,5.5,3.9,Florida State University
160.0,170.0,4.5,3.93,Stanford University
170.0,156.0,5.5,3.97,University Of Delaware
162.0,165.0,4.5,3.93,Cornell University
150.0,170.0,3.0,3.76,Carnegie Mellon University (CMU)
153.0,168.0,3.5,3.3,Carnegie Mellon University (CMU)
164.0,164.0,4.0,3.4,Vanderbilt University
160.0,166.0,3.5,3.59,University Of Michigan
146.80851063829786,170.2127659574468,3.0,3.88,UT Austin
136.17021276595744,170.2127659574468,3.0,3.2,Cornell University
170.0,170.0,5.5,3.98,University Of Arizona
146.80851063829786,170.2127659574468,4.5,3.71,UCSD
152.0,156.0,3.5,3.43,University Of Delaware
148.0,168.0,3.5,3.76,Carnegie Mellon University
142.5531914893617,142.5531914893617,4.5,3.81,Ohio State University
170.0,152.0,5.5,3.83,UCLA
167.0,158.0,4.5,3.82,University Of Chicago
130.0,161.70212765957447,0.0,3.99,Brown University
151.0,163.0,3.5,3.94,University Of Kansas
157.0,155.0,3.5,3.7,Brown University
155.0,170.0,4.5,4.0,UT Austin
161.0,164.0,5.5,3.86,University Of Wisconsin-Madison
154.0,170.0,4.5,3.9,Carnegie Mellon University (CMU)
158.0,161.0,3.5,3.4,University Of Virginia
166.0,147.0,5.5,3.59,University Of Wisconsin - Madison
163.0,150.0,4.0,3.95,University Of Oregon
170.0,158.0,5.0,4.0,Duke University
161.0,159.0,4.5,3.57,Cornell University
155.0,168.0,4.0,3.91,Northwestern University
167.0,162.0,4.5,3.33,UC Irvine
170.0,163.0,4.5,3.91,University Of Pennsylvania
158.0,168.0,5.5,3.9,University Of Florida
161.0,166.0,4.5,3.65,University Of Washington
161.0,166.0,4.5,3.65,University Of Michigan
161.0,166.0,4.5,3.65,Northwestern University
170.0,162.0,3.5,3.95,Carnegie Mellon University (CMU)
151.0,161.0,4.5,3.58,University Of Utah
169.0,154.0,3.0,3.96,University Of Chicago
146.0,166.0,3.0,7.93,University Of Texas At Dallas
164.0,168.0,5.0,3.76,Washington University in St. Louis (WashU/WUSTL)
130.0,168.08510638297872,4.0,3.9,University Of Maryland
165.0,170.0,5.0,4.0,University Of Illinois At Urbana-Champaign
158.0,165.0,4.0,3.33,UC Davis
170.0,170.0,5.5,3.98,University Of Chicago
165.0,156.0,4.5,3.7,Florida State University
151.0,148.0,4.5,3.7,Ohio State University
170.0,161.0,3.0,3.87,University Of Chicago
153.1914893617021,170.2127659574468,4.0,3.82,University Of Chicago
164.0,170.0,5.0,4.0,University Of Chicago
161.0,167.0,5.0,4.0,Ohio State University
158.0,168.0,5.0,3.95,Johns Hopkins University
144.68085106382978,165.95744680851064,4.5,3.89,Purdue University
164.0,167.0,4.5,3.64,University Of Georgia
164.0,170.0,5.0,4.0,Stanford University
154.0,166.0,3.5,3.9,UIUC
159.0,157.0,4.0,3.4,UC Davis
152.0,164.0,0.0,3.83,Carnegie Mellon University
159.0,170.0,4.0,3.79,University Of Michigan
163.0,158.0,4.0,3.6,Purdue University
169.0,156.0,5.5,3.69,The Ohio State University
168.08510638297872,130.0,2.0,3.94,UCSD
168.0,161.0,4.0,4.0,Arizona State University
158.0,151.0,5.0,3.67,University Of Kentucky
159.0,168.0,4.5,3.85,Ohio State University
164.0,165.0,5.0,3.63,North Carolina State University (NCSU)
136.17021276595744,170.2127659574468,3.0,3.57,North Carolina State University
154.0,170.0,4.5,3.96,University Of Wisconsin-Madison
166.0,158.0,3.5,3.5,Cornell University
168.0,170.0,5.5,3.9,Cornell University
155.0,166.0,3.0,3.67,Rice University
168.0,152.0,3.5,3.63,University Of Minnesota
144.68085106382978,170.2127659574468,3.5,3.98,Duke University
144.68085106382978,170.2127659574468,3.5,3.98,Purdue University
165.0,166.0,4.0,3.96,Carnegie Mellon University
152.0,164.0,4.0,3.8,Rice University
152.0,164.0,4.0,3.8,Boston University
157.0,170.0,5.0,3.52,University Of Michigan
168.0,170.0,5.0,4.0,Carnegie Mellon University
168.0,170.0,5.0,4.0,Carnegie Mellon University
168.0,163.0,4.0,3.9,Arizona State University
154.0,158.0,4.5,3.8,Clemson University
156.0,167.0,4.5,3.9,UC Davis
170.2127659574468,151.06382978723403,4.5,3.6,UC Davis
167.0,170.0,0.0,3.8,Purdue University
157.0,161.0,5.0,3.42,Johns Hopkins University
164.0,158.0,5.5,3.77,Ohio State University
165.0,166.0,4.5,3.38,University Of Virginia
157.0,150.0,4.5,3.5,Ohio State University
164.0,170.0,5.5,3.87,Cornell University
168.0,170.0,5.5,3.64,Cornell University
161.0,170.0,4.5,3.4,Washington University in St. Louis (WashU/WUSTL)
163.0,153.0,5.0,3.7,Ohio State University
165.0,170.0,0.0,3.92,Carnegie Mellon University
160.0,169.0,5.0,4.0,Carnegie Mellon University (CMU)
162.0,165.0,5.5,3.46,Boston University
164.0,156.0,5.0,4.47,University Of Texas At Austin
154.0,168.0,3.5,3.6,Boston University
170.0,157.0,3.5,8.89,Boston University
130.0,168.08510638297872,4.5,3.64,North Carolina State University
156.0,159.0,4.0,3.3,Purdue University
160.0,163.0,4.5,3.58,North Carolina State University
145.0,165.0,3.0,3.7,UCSD
166.0,167.0,3.5,4.0,Duke University
156.0,157.0,4.0,3.98,Colorado State University
156.0,157.0,4.0,3.98,"University Of California, Irvine"
157.0,161.0,4.5,3.6,University Of Oregon
165.0,166.0,4.5,3.8,University Of Pennsylvania
158.0,159.0,4.5,3.9,Cornell University
157.0,167.0,3.5,3.64,University Of Pennsylvania
170.0,151.0,5.0,3.73,Washington University in St. Louis (WashU/WUSTL)
160.0,170.0,4.5,4.0,UCSD
155.0,168.0,4.0,3.9,University Of Georgia
166.0,161.0,3.0,3.84,"University Of Michigan, Ann Arbor"
158.0,168.0,5.0,3.95,University Of Michigan
165.0,166.0,4.0,3.96,Northwestern University
157.0,168.0,4.5,3.7,North Carolina State University
155.0,161.0,4.0,3.81,Johns Hopkins University
159.0,170.0,4.5,3.9,Stanford University
138.29787234042553,163.82978723404256,0.0,3.97,Florida State University
168.0,168.0,5.0,3.97,North Carolina State University
160.0,168.0,4.0,3.7,University Of Washington
161.0,157.0,6.0,3.54,Ohio State University
159.0,162.0,4.5,3.82,University Of Minnesota
157.0,166.0,4.0,3.7,University Of South Carolina
168.0,169.0,4.0,4.0,Carnegie Mellon University (CMU)
146.0,164.0,4.0,3.5,University Of Minnesota
144.68085106382978,170.2127659574468,4.0,3.98,Cornell University
149.0,169.0,3.0,3.71,University Of Virginia
159.0,161.0,4.0,3.45,Ohio State University
151.0,161.0,4.0,3.4,UCLA
154.0,162.0,5.0,3.54,University Of Minnesota
157.0,161.0,5.0,3.82,Purdue University
149.0,168.0,4.0,3.91,Stanford University
169.0,170.0,4.0,3.98,UCLA
170.0,169.0,4.0,3.86,Ohio State University
159.0,162.0,5.5,3.5,Clemson University
169.0,170.0,5.0,4.0,UC Berkeley
164.0,170.0,5.0,4.0,Cornell University
158.0,160.0,5.0,3.7,University Of Pittsburgh
159.0,161.0,5.5,3.6,George Mason University
161.0,169.0,5.0,3.85,University Of Delaware
166.0,168.0,4.5,3.83,University Of Wisconsin - Madison
159.0,170.0,4.0,3.79,University Of Delaware
163.0,159.0,5.0,3.56,The Ohio State University
155.0,169.0,3.5,3.62,Ohio State University
162.0,169.0,5.5,3.8,Princeton University
153.0,170.0,0.0,3.86,University Of Minnesota
160.0,170.0,4.0,3.21,Cornell University
165.0,157.0,4.5,3.7,Princeton University
164.0,168.0,4.5,3.89,University Of Wisconsin - Madison
162.0,150.0,4.0,3.83,Duke University
156.0,161.0,4.0,3.65,University Of Pennsylvania
140.4255319148936,170.2127659574468,3.0,3.52,George Mason University
154.0,168.0,3.0,3.7,Ohio State University
166.0,170.0,5.0,3.74,George Mason University
166.0,162.0,5.0,3.96,Princeton University
166.0,170.0,5.0,3.74,University Of Connecticut
164.0,163.0,4.5,3.58,University Of Pennsylvania (UPenn)
169.0,170.0,5.0,3.89,Harvard University
169.0,170.0,5.0,3.89,Yale University
159.0,157.0,4.5,3.99,University Of Wisconsin-Madison
159.0,157.0,4.5,3.99,Yale University
164.0,169.0,5.5,3.83,Stanford University
160.0,170.0,4.5,3.56,University Of Washington
166.0,168.0,4.5,3.84,University Of Washington
149.0,168.0,4.0,3.91,University Of Wisconsin-Madison
144.68085106382978,170.2127659574468,4.0,3.98,University Of Washington
158.0,154.0,4.0,3.2,University Of Delaware
166.0,158.0,3.5,3.73,University Of Washington
167.0,165.0,4.0,4.0,University Of Wisconsin - Madison
170.2127659574468,130.0,3.0,3.95,University Of Washington
153.0,165.0,4.5,3.76,The Ohio State University
166.0,168.0,6.0,4.0,Ohio State University
160.0,164.0,4.0,3.8,University Of Virginia
130.0,170.2127659574468,5.0,3.42,UC Irvine
169.0,154.0,4.0,3.9,Ohio State University
160.0,158.0,3.5,3.98,University Of Utah
158.0,155.0,4.0,3.7,UT Austin
168.0,155.0,5.5,4.0,Florida State University
168.08510638297872,148.93617021276594,4.0,3.9,University Of Minnesota
167.0,147.0,3.0,4.0,Stanford University
161.0,165.0,4.0,3.88,University Of Minnesota
155.0,158.0,5.0,3.82,Harvard University
165.0,164.0,6.0,3.99,Harvard University
168.0,170.0,5.5,3.9,Stanford University
165.0,164.0,6.0,3.99,Yale University
152.0,160.0,4.5,3.56,Yale University
166.0,170.0,5.5,3.92,University Of Wisconsin-Madison
146.0,157.0,3.0,3.58,Michigan State University
164.0,170.0,5.5,3.87,Stanford University
163.0,166.0,5.0,3.96,Stanford University
156.0,168.0,4.5,3.6,Texas A&M University
161.0,166.0,4.0,3.76,University Of Wisconsin - Madison
166.0,165.0,5.0,3.1,University Of Maryland
165.0,166.0,4.0,3.96,Stanford University
165.0,163.0,4.5,3.8,University Of Texas At Austin
157.0,160.0,3.5,3.64,University Of Washington
150.0,162.0,3.5,3.6,Yale University
167.0,166.0,5.0,4.0,Harvard University
170.0,169.0,6.0,3.94,Harvard University
170.0,169.0,6.0,3.94,Harvard University
167.0,163.0,4.5,3.91,UT Austin
166.0,158.0,5.0,3.7,University Of Washington
158.0,168.0,5.0,3.94,University Of Minnesota
164.0,165.0,5.0,3.5,University Of Texas At Austin
170.0,157.0,3.5,3.4,Rutgers University
170.0,152.0,3.0,3.3,Rutgers University
170.0,167.0,5.0,3.13,Vanderbilt University
170.2127659574468,170.2127659574468,5.0,3.57,University Of Texas At Austin
151.0,159.0,4.0,3.81,University Of Rochester
160.0,170.0,4.5,3.93,Princeton University
162.0,168.0,5.0,3.53,Stanford University
161.0,170.0,6.0,3.94,University Of Minnesota
151.0,159.0,4.0,3.81,University Of Michigan
153.0,162.0,5.0,3.84,Stanford University
167.0,162.0,5.5,2.9,UCSD
162.0,162.0,4.5,3.1,University Of Delaware
130.0,153.1914893617021,5.0,3.82,UCLA
153.0,165.0,5.0,3.68,Johns Hopkins University
164.0,152.0,4.0,3.7,University Of Michigan
165.0,160.0,0.0,3.69,University Of Pennsylvania
169.0,168.0,5.0,3.9,University Of Wisconsin - Madison
165.0,166.0,5.0,3.1,Northeastern University
134.04255319148936,170.2127659574468,4.0,3.91,Ohio State University
160.0,170.0,4.5,3.1,USC
168.0,162.0,0.0,3.9,Boston University
155.3191489361702,170.2127659574468,4.0,3.97,Northwestern University
167.0,155.0,5.0,3.78,University Of Wisconsin-Madison
161.70212765957447,161.70212765957447,6.0,3.7,Emory University
162.0,164.0,5.0,3.8,Columbia University
164.0,162.0,4.0,3.4,UC Davis
162.0,166.0,5.0,3.94,University Of Pennsylvania
149.0,168.0,4.0,3.91,University Of Chicago
163.0,168.0,4.0,4.0,Princeton University
162.0,170.0,4.0,3.89,Princeton University
157.0,158.0,3.0,3.81,Emory University
130.0,170.2127659574468,5.0,3.4,North Carolina State University
162.0,166.0,5.0,3.94,University Of Michigan
130.0,168.08510638297872,4.5,3.64,University Of Washington
160.0,170.0,4.5,3.54,University Of Delaware
155.0,167.0,4.5,3.94,Texas A&M University
168.0,169.0,5.0,3.88,University Of Washington
151.0,164.0,3.5,3.6,Indiana University Bloomington
164.0,170.0,5.0,4.0,University Of Washington
157.0,158.0,4.5,3.38,University Of Wisconsin - Madison
158.0,153.0,5.0,3.01,University Of Wisconsin - Madison
151.0,159.0,4.0,3.81,University Of Wisconsin - Madison
170.2127659574468,130.0,3.0,3.6,Boston University
161.0,162.0,4.0,3.74,University Of Wisconsin - Madison
157.0,161.0,5.0,3.82,University Of Washington
159.5744680851064,170.2127659574468,3.0,4.0,Columbia University
152.0,170.0,4.0,4.0,University Of Chicago
167.0,163.0,4.5,3.91,University Of Utah
167.0,163.0,4.5,3.91,University Of Washington
155.0,168.0,3.5,3.36,University Of Wisconsin-Madison
170.2127659574468,140.4255319148936,3.5,3.65,University Of Washington
165.0,157.0,4.5,3.7,University Of Wisconsin-Madison
148.0,168.0,3.0,3.71,Carnegie Mellon University
161.0,167.0,5.5,3.44,University Of Washington
164.0,162.0,4.0,3.35,University Of Washington
